3000 2899
234 1449 1
234 2626 1
235 2678 1
235 860 1
236 2545 1
237 295 1
238 2559 1
239 659 1
239 2169 1
240 958 1
241 253 1
242 2118 1
243 2424 1
243 2633 1
243 255 1
243 608 1
243 2220 1
244 1518 1
245 2549 1
246 1628 1
248 298 1
249 2343 1
250 1491 1
251 2982 1
251 2678 1
251 609 1
251 1942 1
252 364 1
252 1465 1
254 1573 1
256 583 1
257 1192 1
259 992 1
259 2416 1
259 1126 1
259 569 1
259 669 1
259 544 1
259 312 1
259 1048 1
259 263 1
260 2181 1
261 1696 1
262 2030 1
262 389 1
262 2654 1
262 2817 1
263 2049 1
263 397 1
263 291 1
264 888 1
264 960 1
264 1004 1
264 1231 1
264 1988 1
264 2659 1
264 1115 1
264 1591 1
265 1432 1
265 1589 1
266 1663 1
267 506 1
267 2403 1
267 1061 1
267 1802 1
267 730 1
268 927 1
269 2837 1
269 307 1
269 2901 1
269 2491 1
270 1090 1
271 2545 1
272 2373 1
274 671 1
275 377 1
276 800 1
276 1599 1
277 1192 1
277 852 1
277 1532 1
278 2295 1
278 1178 1
278 1309 1
279 2794 1
280 305 1
280 1617 1
280 1784 1
280 1693 1
281 2584 1
281 2240 1
281 1935 1
281 2013 1
282 2121 1
283 1962 1
283 2807 1
284 446 1
285 997 1
286 984 1
286 2516 1
286 945 1
286 1231 1
286 2362 1
287 2937 1
287 768 1
288 1086 1
288 1300 1
288 2447 1
288 1552 1
289 1962 1
290 2809 1
290 881 1
290 1423 1
291 2893 1
291 2489 1
291 979 1
291 2796 1
291 672 1
291 2024 1
292 2291 1
294 1760 1
295 1895 1
295 2226 1
295 2560 1
295 2806 1
295 2066 1
295 668 1
295 865 1
295 2842 1
295 2132 1
296 404 1
297 1283 1
298 2059 1
299 640 1
299 2861 1
300 1330 1
300 1688 1
300 1814 1
300 1123 1
300 2649 1
300 2170 1
300 323 1
300 545 1
300 516 1
301 321 1
302 1708 1
303 1454 1
304 1826 1
306 1263 1
306 1262 1
306 2007 1
306 1238 1
308 2118 1
309 669 1
309 822 1
309 2865 1
309 2056 1
310 1911 1
310 2930 1
310 512 1
310 2874 1
311 1129 1
312 1220 1
313 2804 1
313 1900 1
314 2238 1
314 476 1
315 929 1
316 2597 1
317 503 1
318 2080 1
319 2389 1
320 1986 1
320 482 1
320 440 1
320 1250 1
320 2590 1
320 910 1
320 2118 1
320 1172 1
320 1152 1
322 1754 1
323 1511 1
323 1064 1
324 462 1
324 866 1
325 2837 1
326 2812 1
326 1018 1
327 2634 1
328 1721 1
329 1673 1
329 1696 1
330 341 1
331 872 1
331 2148 1
331 2951 1
331 842 1
333 2941 1
334 2239 1
334 1137 1
335 2308 1
336 1919 1
336 1077 1
336 1928 1
336 1743 1
336 677 1
337 2858 1
338 1076 1
339 2593 1
339 992 1
339 1590 1
339 2869 1
340 1695 1
341 2294 1
342 2244 1
343 754 1
343 2311 1
344 1889 1
344 492 1
345 2662 1
346 1129 1
346 2509 1
346 1583 1
347 2818 1
348 656 1
349 1780 1
349 1634 1
349 2566 1
350 2943 1
352 2314 1
353 1750 1
354 494 1
354 1422 1
355 1866 1
356 890 1
357 1284 1
358 1027 1
359 2509 1
360 1084 1
362 1503 1
363 610 1
364 2863 1
364 838 1
365 1306 1
367 2978 1
367 2533 1
367 2053 1
367 2784 1
367 679 1
368 2933 1
369 2930 1
369 2801 1
369 1638 1
370 1918 1
371 1069 1
372 2480 1
373 1377 1
374 2982 1
375 379 1
376 1741 1
377 2712 1
377 2936 1
378 663 1
378 848 1
378 390 1
380 2734 1
380 1900 1
380 918 1
380 545 1
380 1103 1
380 2720 1
380 2207 1
381 2949 1
382 1853 1
382 1617 1
382 1154 1
383 2194 1
384 1750 1
384 1778 1
384 2238 1
384 1724 1
385 1212 1
386 781 1
386 2414 1
386 556 1
387 1599 1
388 2955 1
389 1460 1
389 1050 1
391 1389 1
391 1370 1
392 616 1
392 2744 1
392 2662 1
392 2820 1
392 534 1
392 2600 1
393 1127 1
394 1329 1
394 2613 1
394 683 1
394 2006 1
394 771 1
395 2134 1
395 2331 1
396 1284 1
397 2929 1
398 1704 1
398 2500 1
398 1099 1
398 848 1
398 1656 1
399 2143 1
399 2380 1
400 1094 1
401 2745 1
401 2251 1
401 1206 1
401 988 1
402 2272 1
403 2584 1
404 2031 1
404 693 1
405 2323 1
406 1840 1
407 914 1
409 2215 1
410 2668 1
411 2416 1
412 496 1
413 2178 1
413 580 1
413 2326 1
415 499 1
416 2337 1
417 1781 1
417 844 1
418 1367 1
419 595 1
420 2087 1
421 458 1
422 1764 1
423 754 1
423 2844 1
423 2684 1
423 1585 1
425 868 1
426 2866 1
427 1172 1
428 1042 1
429 2428 1
429 2268 1
429 2810 1
430 1479 1
431 2153 1
431 783 1
432 699 1
433 1171 1
433 1053 1
433 460 1
433 2382 1
433 532 1
434 663 1
434 488 1
434 2098 1
434 1307 1
434 1221 1
436 1417 1
436 922 1
438 476 1
439 2777 1
439 2188 1
439 967 1
440 899 1
440 1113 1
440 1772 1
440 932 1
440 2262 1
441 926 1
441 691 1
441 2310 1
441 983 1
441 697 1
441 899 1
442 1917 1
442 2564 1
442 2456 1
443 842 1
444 2066 1
445 2966 1
445 638 1
445 1083 1
445 1242 1
446 773 1
446 1411 1
447 807 1
448 963 1
448 1731 1
449 2644 1
450 987 1
450 2892 1
451 1283 1
452 1651 1
453 1542 1
453 2119 1
453 2283 1
453 1135 1
454 1361 1
455 2970 1
455 1368 1
456 2461 1
457 638 1
459 661 1
460 2954 1
461 1897 1
463 1205 1
464 1478 1
464 1816 1
464 862 1
464 2759 1
465 2554 1
465 1060 1
466 2337 1
466 2362 1
467 2938 1
468 1770 1
469 2494 1
470 1851 1
471 2700 1
471 2713 1
472 2281 1
472 1223 1
473 2667 1
474 1718 1
474 1190 1
475 2629 1
476 2094 1
477 1739 1
477 1694 1
477 1708 1
477 2363 1
478 1883 1
479 2910 1
479 1258 1
480 2009 1
481 1881 1
481 808 1
482 2451 1
483 1231 1
483 2084 1
483 1459 1
484 2976 1
486 998 1
487 1702 1
487 2502 1
489 2876 1
490 1411 1
490 2055 1
490 1186 1
491 2253 1
492 2875 1
493 731 1
497 860 1
498 2442 1
499 566 1
499 662 1
500 2359 1
501 2689 1
502 1771 1
503 1783 1
503 2815 1
503 2273 1
503 901 1
503 553 1
503 535 1
504 719 1
505 1306 1
507 2650 1
508 1228 1
509 2526 1
510 1333 1
510 1513 1
510 2180 1
511 2334 1
512 2260 1
512 2916 1
512 1455 1
512 1829 1
512 2914 1
512 789 1
512 1152 1
512 1216 1
512 980 1
513 2275 1
513 1370 1
513 2670 1
514 1172 1
515 1817 1
516 1743 1
516 2360 1
517 2307 1
518 2958 1
519 1950 1
522 1388 1
523 1899 1
523 1102 1
525 1739 1
526 2062 1
527 679 1
527 1329 1
528 1686 1
528 2237 1
529 1344 1
530 1220 1
531 1017 1
532 1476 1
533 984 1
535 932 1
535 1073 1
536 592 1
537 2890 1
538 1581 1
539 2811 1
540 944 1
540 2665 1
541 2607 1
542 2694 1
542 827 1
544 2480 1
544 1848 1
544 2467 1
545 921 1
545 2456 1
545 2408 1
545 2119 1
545 886 1
545 1370 1
545 1678 1
545 2666 1
546 2087 1
547 2031 1
548 889 1
549 2527 1
550 942 1
551 1540 1
552 572 1
552 764 1
552 1688 1
554 2057 1
555 1644 1
556 667 1
557 2609 1
558 1042 1
558 2303 1
558 2031 1
559 2894 1
560 603 1
561 2627 1
562 2187 1
563 1488 1
564 1112 1
565 2399 1
565 2239 1
566 1725 1
567 1896 1
567 1286 1
568 2064 1
570 803 1
570 848 1
571 629 1
572 848 1
572 596 1
573 1096 1
574 2061 1
575 1199 1
576 848 1
576 1411 1
577 1604 1
578 2790 1
579 2820 1
580 1700 1
580 2716 1
581 2586 1
582 1053 1
584 2903 1
584 2488 1
585 1492 1
585 1484 1
585 829 1
585 1606 1
585 2180 1
586 1239 1
586 743 1
586 701 1
587 2040 1
588 1676 1
588 1480 1
589 2700 1
590 1769 1
591 1756 1
592 1062 1
592 2182 1
592 2242 1
593 1770 1
594 1258 1
597 855 1
597 2853 1
598 1275 1
598 2506 1
598 1017 1
599 1823 1
600 2036 1
601 2686 1
602 2655 1
604 2333 1
605 2969 1
606 1859 1
607 725 1
608 1858 1
611 2868 1
612 2453 1
613 1238 1
614 794 1
615 2864 1
615 2612 1
615 1268 1
616 1320 1
616 1608 1
616 2920 1
616 2341 1
616 2935 1
616 877 1
617 1286 1
618 1278 1
619 1215 1
619 1467 1
619 899 1
620 1708 1
620 631 1
621 1811 1
621 2113 1
621 1513 1
622 2849 1
623 860 1
623 1337 1
625 2054 1
625 2223 1
626 1671 1
627 1346 1
628 1727 1
628 2199 1
630 1092 1
630 860 1
631 2337 1
632 2582 1
633 2324 1
634 1316 1
635 2469 1
636 1075 1
637 1802 1
638 2035 1
638 856 1
639 1010 1
641 2982 1
641 1759 1
641 2522 1
642 1820 1
642 725 1
644 1834 1
645 1270 1
645 1628 1
647 2863 1
648 1549 1
649 2640 1
650 1778 1
651 1128 1
651 2514 1
652 856 1
653 1414 1
654 2389 1
654 2862 1
654 1543 1
655 1891 1
656 1102 1
656 1310 1
656 2990 1
656 2850 1
657 1906 1
658 828 1
658 1106 1
659 1727 1
659 669 1
659 2618 1
659 2761 1
660 2833 1
660 1838 1
662 1224 1
663 1581 1
663 682 1
664 1866 1
665 2696 1
666 2964 1
668 1908 1
668 1157 1
669 2119 1
669 2159 1
669 799 1
669 1996 1
669 2590 1
669 911 1
670 815 1
672 2817 1
673 1701 1
673 2494 1
673 2332 1
673 2535 1
673 2539 1
674 1629 1
674 1340 1
675 1970 1
676 2363 1
677 2340 1
678 2700 1
679 990 1
679 2754 1
680 1883 1
680 1441 1
681 2138 1
683 913 1
683 1714 1
684 1184 1
684 1967 1
685 727 1
686 2650 1
687 2309 1
688 2155 1
689 1561 1
690 1263 1
691 2281 1
691 1105 1
692 1447 1
693 2974 1
693 1985 1
693 2245 1
693 1990 1
694 2243 1
695 2017 1
696 2238 1
698 2156 1
700 1225 1
702 2830 1
702 879 1
702 860 1
703 2364 1
704 1029 1
705 824 1
705 1878 1
705 2336 1
705 2037 1
706 948 1
707 1781 1
708 2453 1
709 2184 1
709 1978 1
709 1262 1
710 2337 1
711 979 1
712 825 1
713 1290 1
713 2225 1
713 2342 1
714 1967 1
715 2888 1
716 2083 1
717 2274 1
718 1963 1
720 1487 1
721 814 1
721 2614 1
722 1573 1
723 1228 1
724 2490 1
725 2598 1
725 1580 1
725 1699 1
728 2088 1
729 1419 1
732 1771 1
733 1501 1
734 2941 1
735 1571 1
736 1103 1
737 2164 1
738 1214 1
739 754 1
740 1968 1
740 2502 1
740 2308 1
740 2141 1
740 2453 1
740 2583 1
740 1720 1
740 1767 1
740 1513 1
741 2739 1
742 1126 1
744 1530 1
745 1836 1
746 1729 1
747 2358 1
747 2528 1
747 1513 1
747 2613 1
748 1822 1
749 2224 1
750 2550 1
750 805 1
750 2824 1
750 906 1
750 2142 1
751 931 1
752 2885 1
752 917 1
753 2596 1
754 2588 1
754 2085 1
754 1011 1
754 2369 1
754 2982 1
754 2264 1
754 1831 1
754 2060 1
754 1697 1
755 2320 1
756 1222 1
756 1372 1
756 1056 1
756 858 1
756 1097 1
756 2975 1
757 1796 1
758 2374 1
759 1846 1
760 2616 1
761 1795 1
762 2293 1
763 1481 1
765 1560 1
765 1691 1
766 2324 1
766 2747 1
766 2884 1
766 1697 1
766 2270 1
766 1509 1
767 977 1
769 1347 1
770 2011 1
771 1295 1
772 2126 1
773 2934 1
773 1693 1
775 2803 1
776 1858 1
776 1778 1
776 2532 1
776 1152 1
777 2509 1
777 2544 1
778 2587 1
778 1692 1
778 2694 1
779 1764 1
780 2152 1
782 1433 1
782 2432 1
783 1952 1
783 1622 1
784 998 1
784 1877 1
784 1116 1
785 1696 1
786 2482 1
787 2748 1
788 1123 1
788 1135 1
789 2820 1
790 2254 1
790 2937 1
791 1899 1
791 1848 1
792 2456 1
793 848 1
795 2451 1
796 1812 1
797 1826 1
798 2353 1
799 2513 1
799 2012 1
799 2865 1
799 844 1
800 2253 1
800 1835 1
801 2982 1
802 1266 1
804 1335 1
804 2509 1
804 2498 1
805 1930 1
805 806 1
805 1999 1
806 1659 1
807 2125 1
809 1373 1
810 2013 1
811 2300 1
812 1134 1
812 1514 1
812 2565 1
813 1812 1
816 1547 1
816 2634 1
817 1017 1
817 2861 1
817 2972 1
817 2180 1
817 2392 1
817 2491 1
817 1030 1
818 1465 1
819 1656 1
819 2635 1
820 1887 1
821 2968 1
823 1109 1
823 1947 1
824 941 1
826 1544 1
826 1215 1
826 2811 1
826 1900 1
830 1392 1
830 2110 1
830 1560 1
830 2698 1
831 1785 1
832 2472 1
833 2497 1
834 1485 1
834 2634 1
834 2842 1
835 1736 1
836 2754 1
837 1567 1
839 1854 1
840 1676 1
841 1714 1
841 1664 1
842 2065 1
842 1312 1
843 951 1
843 1071 1
845 1532 1
845 2758 1
846 1055 1
847 1893 1
847 2589 1
847 1897 1
847 2401 1
848 2332 1
848 1198 1
848 2995 1
848 2576 1
848 1209 1
848 2742 1
849 1160 1
850 1695 1
851 2754 1
853 2824 1
854 1256 1
856 2903 1
857 2298 1
857 2474 1
858 2517 1
859 2277 1
860 1429 1
860 1465 1
860 932 1
860 2321 1
860 1310 1
861 2794 1
861 2824 1
863 2030 1
864 2872 1
864 1921 1
867 1294 1
868 1623 1
869 2850 1
869 918 1
871 1234 1
872 1142 1
872 1205 1
872 1149 1
873 1329 1
874 998 1
875 2826 1
875 1941 1
876 2030 1
876 1900 1
880 2874 1
880 1313 1
880 2798 1
882 2076 1
883 1086 1
883 2480 1
883 2700 1
884 2967 1
885 1537 1
887 2983 1
888 1126 1
888 1012 1
889 2563 1
889 1891 1
891 2539 1
892 2687 1
893 1592 1
893 1529 1
893 2013 1
894 1833 1
895 1464 1
897 2667 1
897 2130 1
899 2278 1
899 1528 1
900 1418 1
902 1866 1
903 2019 1
904 2201 1
905 1059 1
906 2092 1
906 2730 1
906 2937 1
907 1292 1
908 1689 1
908 2275 1
908 1174 1
909 1699 1
911 1084 1
911 2893 1
912 1778 1
915 1276 1
916 2245 1
919 2451 1
921 2386 1
921 1039 1
921 2341 1
923 2599 1
924 1348 1
925 2314 1
928 1227 1
929 1552 1
930 2906 1
930 1773 1
932 2738 1
932 1766 1
932 2433 1
932 2756 1
933 2671 1
933 1029 1
934 1015 1
935 1398 1
935 1857 1
935 2949 1
935 2313 1
936 2876 1
937 1175 1
939 2718 1
940 1521 1
943 1794 1
943 2171 1
946 2055 1
947 2448 1
948 1360 1
950 2234 1
952 2660 1
952 2681 1
953 1982 1
954 1866 1
955 2075 1
956 2136 1
956 1527 1
956 2524 1
957 2832 1
958 2698 1
959 1983 1
959 1698 1
961 1262 1
961 1012 1
961 2650 1
961 2458 1
962 1333 1
963 2720 1
963 2556 1
964 2855 1
965 2640 1
966 2841 1
968 1366 1
969 2887 1
969 2045 1
970 1741 1
971 2729 1
972 2673 1
973 1576 1
975 2104 1
976 2432 1
978 1867 1
979 2085 1
979 2792 1
980 2070 1
980 1062 1
981 1112 1
982 987 1
983 2831 1
985 2847 1
985 1146 1
986 994 1
987 1798 1
988 1340 1
991 2377 1
992 1126 1
992 2496 1
992 1758 1
993 1301 1
995 1721 1
996 1941 1
996 2848 1
996 2146 1
996 2371 1
997 1124 1
998 1522 1
998 1911 1
999 1280 1
1000 2412 1
1001 1895 1
1002 1221 1
1003 2819 1
1005 2866 1
1006 1777 1
1007 1734 1
1008 1691 1
1009 2041 1
1009 1619 1
1010 2308 1
1010 2096 1
1011 2077 1
1011 2897 1
1011 2430 1
1011 2375 1
1012 1266 1
1013 2281 1
1013 2771 1
1014 1094 1
1016 2874 1
1019 2679 1
1020 1419 1
1021 2441 1
1022 1122 1
1023 2951 1
1024 1771 1
1025 2405 1
1026 2566 1
1028 1296 1
1029 1654 1
1030 1717 1
1033 2411 1
1034 2782 1
1034 1860 1
1035 2041 1
1036 1130 1
1037 2882 1
1037 1705 1
1038 1435 1
1039 1876 1
1039 2323 1
1039 1948 1
1039 2609 1
1040 2750 1
1041 1228 1
1042 1858 1
1042 2181 1
1042 1145 1
1043 2634 1
1044 1718 1
1045 2852 1
1045 1068 1
1046 1832 1
1047 2456 1
1049 1345 1
1050 2574 1
1050 2214 1
1050 1588 1
1051 2090 1
1051 1382 1
1053 2994 1
1054 1780 1
1054 2946 1
1055 2754 1
1055 1185 1
1056 1189 1
1057 2823 1
1057 2076 1
1057 2721 1
1058 2218 1
1059 1631 1
1059 1745 1
1061 2283 1
1061 2330 1
1061 2675 1
1062 1178 1
1064 1138 1
1064 1987 1
1064 2148 1
1065 1604 1
1066 2667 1
1067 1541 1
1068 2636 1
1070 1579 1
1070 2434 1
1072 2952 1
1074 1214 1
1075 1865 1
1075 2211 1
1075 2208 1
1078 2979 1
1079 2133 1
1080 2722 1
1082 2963 1
1084 1301 1
1084 1643 1
1085 2353 1
1085 1844 1
1085 1449 1
1087 1194 1
1088 1179 1
1089 1578 1
1090 2144 1
1090 1696 1
1091 2713 1
1092 1661 1
1092 2223 1
1093 2212 1
1094 1504 1
1095 1899 1
1096 1596 1
1097 1930 1
1097 1801 1
1097 2033 1
1097 2112 1
1098 1172 1
1098 1341 1
1099 1552 1
1100 2676 1
1101 1122 1
1102 1898 1
1102 2818 1
1103 2371 1
1104 2192 1
1107 2478 1
1108 1992 1
1110 1899 1
1111 1620 1
1112 1375 1
1113 2810 1
1114 2561 1
1115 1714 1
1115 1219 1
1117 1381 1
1118 2766 1
1119 1384 1
1120 1820 1
1121 2786 1
1121 1214 1
1121 1668 1
1122 1802 1
1122 1732 1
1122 1555 1
1122 1566 1
1122 2619 1
1124 1157 1
1124 1805 1
1124 1366 1
1124 2754 1
1125 1181 1
1125 2527 1
1125 2281 1
1125 2377 1
1126 2485 1
1126 1374 1
1126 1228 1
1126 1531 1
1127 2385 1
1127 2069 1
1127 2634 1
1128 2973 1
1128 1472 1
1129 2939 1
1130 2100 1
1130 2031 1
1130 2014 1
1130 2312 1
1131 2256 1
1132 1656 1
1132 2177 1
1132 2952 1
1132 1827 1
1132 1550 1
1133 1267 1
1133 2260 1
1134 2021 1
1134 1199 1
1134 2169 1
1135 1244 1
1135 2366 1
1135 2470 1
1135 1906 1
1135 1464 1
1136 2642 1
1138 2716 1
1139 2309 1
1140 2498 1
1141 2846 1
1144 2932 1
1146 2949 1
1147 2661 1
1148 1173 1
1149 2702 1
1149 1879 1
1149 2211 1
1150 1730 1
1150 1182 1
1151 1377 1
1152 2650 1
1152 1177 1
1153 1923 1
1154 2991 1
1155 2326 1
1156 2636 1
1156 2729 1
1158 2612 1
1159 1708 1
1161 2834 1
1162 2318 1
1164 2432 1
1165 2762 1
1166 1711 1
1167 1205 1
1168 2994 1
1169 2002 1
1169 1899 1
1169 2756 1
1170 2178 1
1172 1199 1
1172 2679 1
1172 1804 1
1173 1519 1
1173 1235 1
1174 2299 1
1174 2136 1
1174 2850 1
1175 2794 1
1175 2637 1
1175 1580 1
1176 2912 1
1178 1707 1
1180 2184 1
1183 2044 1
1183 1750 1
1183 2417 1
1183 2784 1
1187 1411 1
1188 2593 1
1190 1612 1
1190 2845 1
1192 2985 1
1192 1752 1
1192 2865 1
1193 2016 1
1194 1340 1
1194 2640 1
1195 1696 1
1196 2052 1
1198 1696 1
1199 1252 1
1200 2389 1
1201 1482 1
1202 1895 1
1203 1329 1
1204 1552 1
1205 2208 1
1205 1294 1
1207 2290 1
1208 2434 1
1212 2496 1
1212 2132 1
1214 1485 1
1216 1812 1
1216 2160 1
1216 1271 1
1216 1353 1
1216 1721 1
1217 2777 1
1218 1970 1
1220 1820 1
1220 1387 1
1220 1440 1
1221 2669 1
1221 2301 1
1221 1398 1
1221 2527 1
1221 2818 1
1221 1763 1
1222 1475 1
1222 2039 1
1222 1728 1
1222 2041 1
1222 2783 1
1222 2123 1
1223 1841 1
1224 1225 1
1225 2074 1
1225 2636 1
1225 2558 1
1225 2039 1
1226 2367 1
1227 1596 1
1227 2164 1
1227 2829 1
1227 1530 1
1227 2889 1
1228 1806 1
1228 1919 1
1228 2788 1
1228 1656 1
1228 2411 1
1228 2295 1
1229 1258 1
1231 1493 1
1231 2157 1
1231 2566 1
1231 1564 1
1231 1737 1
1231 2170 1
1231 2546 1
1231 2570 1
1232 2584 1
1233 2141 1
1235 1638 1
1235 2387 1
1235 2058 1
1236 2710 1
1237 2574 1
1237 2141 1
1237 2700 1
1239 1926 1
1239 2752 1
1239 2350 1
1241 2161 1
1241 2930 1
1241 2184 1
1243 1380 1
1244 1525 1
1245 2763 1
1246 2781 1
1247 2048 1
1248 2690 1
1249 1639 1
1249 1911 1
1251 1309 1
1253 1656 1
1254 2610 1
1256 2682 1
1257 2592 1
1259 2775 1
1259 1293 1
1260 1864 1
1261 2791 1
1264 1668 1
1265 2165 1
1265 1622 1
1265 2208 1
1266 1897 1
1267 1457 1
1267 1611 1
1267 2945 1
1269 1324 1
1271 1693 1
1271 1638 1
1271 2907 1
1272 1439 1
1273 2131 1
1274 1299 1
1276 1395 1
1276 1890 1
1277 1775 1
1277 2476 1
1278 1631 1
1278 2073 1
1278 1851 1
1278 1500 1
1278 1656 1
1278 1345 1
1279 1655 1
1281 1506 1
1281 2433 1
1283 2335 1
1283 2955 1
1283 2673 1
1283 1334 1
1283 1319 1
1283 2203 1
1284 1350 1
1284 1759 1
1285 1366 1
1285 1411 1
1286 1897 1
1286 1619 1
1286 2358 1
1286 1373 1
1287 1778 1
1287 2723 1
1288 1987 1
1289 2665 1
1290 2841 1
1290 2521 1
1291 1351 1
1294 2509 1
1294 2540 1
1297 1530 1
1297 2473 1
1297 2289 1
1298 2487 1
1298 1463 1
1303 2706 1
1303 1573 1
1308 2547 1
1309 1988 1
1311 2226 1
1313 2229 1
1313 1621 1
1313 2158 1
1314 1945 1
1315 2982 1
1317 1477 1
1318 1373 1
1320 2235 1
1321 2636 1
1322 2865 1
1322 1933 1
1322 2564 1
