3000 8991
20 322 1
20 381 1
20 458 1
20 577 1
20 852 1
20 873 1
20 1186 1
20 1208 1
20 1216 1
20 2152 1
20 2487 1
20 2618 1
20 2625 1
21 23 1
21 28 1
21 30 1
21 38 1
21 58 1
21 60 1
21 79 1
21 85 1
21 99 1
21 167 1
21 192 1
21 230 1
21 237 1
21 340 1
21 369 1
21 388 1
21 459 1
21 476 1
21 499 1
21 507 1
21 520 1
21 545 1
21 809 1
21 914 1
21 929 1
21 937 1
21 999 1
21 1316 1
21 1447 1
21 1513 1
21 1706 1
21 1719 1
21 1791 1
21 2008 1
21 2120 1
21 2260 1
21 2314 1
21 2392 1
21 2495 1
21 2745 1
21 2910 1
22 23 1
22 28 1
22 122 1
22 168 1
22 191 1
22 228 1
22 251 1
22 268 1
22 269 1
22 370 1
22 383 1
22 559 1
22 562 1
22 584 1
22 630 1
22 648 1
22 777 1
22 859 1
22 1017 1
22 1023 1
22 1118 1
22 1182 1
22 1233 1
22 1601 1
22 1753 1
22 1781 1
22 2110 1
22 2390 1
22 2466 1
22 2739 1
22 2812 1
23 31 1
23 37 1
23 74 1
23 81 1
23 139 1
23 157 1
23 174 1
23 310 1
23 386 1
23 687 1
23 724 1
23 799 1
23 967 1
23 1213 1
23 1492 1
23 1791 1
23 2248 1
24 47 1
24 80 1
24 93 1
24 105 1
24 111 1
24 125 1
24 137 1
24 140 1
24 192 1
24 203 1
24 246 1
24 247 1
24 252 1
24 269 1
24 289 1
24 307 1
24 343 1
24 351 1
24 410 1
24 466 1
24 488 1
24 526 1
24 553 1
24 569 1
24 571 1
24 582 1
24 606 1
24 626 1
24 682 1
24 817 1
24 932 1
24 933 1
24 994 1
24 1039 1
24 1163 1
24 1225 1
24 1285 1
24 1297 1
24 1341 1
24 1373 1
24 1468 1
24 1748 1
24 1767 1
24 2000 1
24 2119 1
24 2192 1
24 2282 1
24 2373 1
24 2405 1
24 2418 1
24 2438 1
24 2455 1
24 2490 1
24 2501 1
24 2778 1
24 2972 1
25 44 1
25 47 1
25 56 1
25 60 1
25 73 1
25 84 1
25 101 1
25 163 1
25 170 1
25 182 1
25 220 1
25 227 1
25 248 1
25 281 1
25 317 1
25 358 1
25 364 1
25 391 1
25 447 1
25 482 1
25 501 1
25 509 1
25 537 1
25 538 1
25 546 1
25 572 1
25 610 1
25 645 1
25 692 1
25 719 1
25 746 1
25 781 1
25 794 1
25 836 1
25 867 1
25 948 1
25 966 1
25 1037 1
25 1101 1
25 1275 1
25 1397 1
25 1442 1
25 1443 1
25 1495 1
25 2057 1
25 2135 1
25 2182 1
25 2250 1
25 2300 1
25 2336 1
25 2390 1
25 2402 1
25 2522 1
25 2695 1
26 64 1
26 68 1
26 115 1
26 170 1
26 235 1
26 249 1
26 250 1
26 261 1
26 265 1
26 316 1
26 338 1
26 347 1
26 352 1
26 377 1
26 452 1
26 481 1
26 535 1
26 664 1
26 720 1
26 739 1
26 758 1
26 932 1
26 1080 1
26 1143 1
26 1245 1
26 1263 1
26 1363 1
26 1416 1
26 1661 1
26 1799 1
26 1827 1
26 1844 1
26 2261 1
26 2288 1
26 2386 1
26 2482 1
26 2512 1
26 2637 1
26 2698 1
26 2827 1
26 2895 1
27 2108 1
28 100 1
28 218 1
28 306 1
28 644 1
28 1633 1
28 2001 1
28 2391 1
28 2529 1
28 2557 1
28 2614 1
28 2621 1
29 583 1
29 923 1
30 39 1
30 56 1
30 94 1
30 145 1
30 187 1
30 198 1
30 222 1
30 245 1
30 256 1
30 300 1
30 311 1
30 312 1
30 564 1
30 853 1
30 1024 1
30 1169 1
30 1170 1
30 1282 1
30 1395 1
30 1419 1
30 1489 1
30 1565 1
30 1940 1
30 2111 1
30 2891 1
30 2904 1
31 42 1
31 57 1
31 78 1
31 83 1
31 120 1
31 153 1
31 205 1
31 242 1
31 256 1
31 284 1
31 300 1
31 322 1
31 326 1
31 410 1
31 463 1
31 508 1
31 600 1
31 792 1
31 870 1
31 975 1
31 989 1
31 1000 1
31 1028 1
31 1110 1
31 1114 1
31 1153 1
31 1335 1
31 1372 1
31 1453 1
31 1472 1
31 1550 1
31 1690 1
31 1729 1
31 1738 1
31 1954 1
31 2080 1
31 2082 1
31 2168 1
31 2178 1
31 2204 1
31 2538 1
31 2599 1
31 2807 1
31 2995 1
33 232 1
33 1506 1
33 1552 1
33 1580 1
33 1881 1
33 2333 1
34 45 1
34 88 1
34 92 1
34 148 1
34 241 1
34 291 1
34 321 1
34 387 1
34 458 1
34 551 1
34 677 1
34 729 1
34 737 1
34 784 1
34 808 1
34 991 1
34 1161 1
34 1204 1
34 1214 1
34 1664 1
34 2328 1
34 2680 1
34 2730 1
34 2755 1
34 2953 1
35 79 1
35 109 1
35 126 1
35 146 1
35 164 1
35 166 1
35 294 1
35 332 1
35 341 1
35 363 1
35 436 1
35 547 1
35 663 1
35 676 1
35 730 1
35 761 1
35 797 1
35 1072 1
35 1303 1
35 1369 1
35 1409 1
35 1435 1
35 1490 1
35 1576 1
35 2128 1
35 2139 1
35 2738 1
36 63 1
36 128 1
36 253 1
36 276 1
36 362 1
36 373 1
36 422 1
36 595 1
36 599 1
36 629 1
36 877 1
36 1046 1
36 1134 1
36 1152 1
36 1294 1
36 1437 1
36 1532 1
36 1764 1
36 1818 1
36 2058 1
36 2283 1
36 2395 1
36 2435 1
36 2981 1
37 40 1
37 69 1
37 74 1
37 75 1
37 92 1
37 94 1
37 97 1
37 160 1
37 270 1
37 357 1
37 447 1
37 473 1
37 710 1
37 976 1
37 1003 1
37 1062 1
37 1080 1
37 1147 1
37 1172 1
37 1226 1
37 1250 1
37 1271 1
37 1432 1
37 1551 1
37 1627 1
37 1644 1
37 1682 1
37 1751 1
37 1822 1
37 1917 1
37 1947 1
37 2142 1
37 2348 1
37 2474 1
37 2652 1
37 2837 1
38 43 1
38 67 1
38 85 1
38 95 1
38 116 1
38 131 1
38 145 1
38 147 1
38 169 1
38 172 1
38 184 1
38 202 1
38 313 1
38 331 1
38 336 1
38 345 1
38 418 1
38 424 1
38 509 1
38 528 1
38 587 1
38 630 1
38 634 1
38 678 1
38 773 1
38 782 1
38 912 1
38 1013 1
38 1019 1
38 1071 1
38 1109 1
38 1171 1
38 1244 1
38 1246 1
38 1308 1
38 1323 1
38 1525 1
38 1549 1
38 1699 1
38 1851 1
38 1869 1
38 1900 1
38 1966 1
38 1976 1
38 2103 1
38 2160 1
38 2192 1
38 2398 1
38 2411 1
39 41 1
39 178 1
39 229 1
39 412 1
39 437 1
39 468 1
39 506 1
39 735 1
39 818 1
39 919 1
39 956 1
39 1032 1
39 1068 1
39 1262 1
39 1298 1
39 1443 1
39 1528 1
39 1726 1
39 1760 1
39 2119 1
39 2482 1
39 2491 1
39 2508 1
39 2517 1
39 2788 1
39 2927 1
39 2943 1
40 67 1
40 81 1
40 94 1
40 135 1
40 138 1
40 263 1
40 385 1
40 447 1
40 599 1
40 855 1
40 974 1
40 1086 1
40 1111 1
40 1198 1
40 1723 1
40 1847 1
40 2356 1
40 2433 1
40 2897 1
40 2979 1
40 3000 1
41 50 1
41 287 1
41 389 1
41 801 1
41 876 1
41 1291 1
41 1996 1
42 48 1
42 165 1
42 199 1
42 370 1
42 471 1
42 489 1
42 1160 1
42 1213 1
42 1238 1
42 1359 1
42 1537 1
42 1656 1
42 1780 1
42 1829 1
42 2221 1
42 2327 1
42 2487 1
42 2531 1
42 2559 1
42 2571 1
42 2663 1
43 873 1
43 925 1
43 1004 1
43 1089 1
43 1196 1
43 1434 1
43 1933 1
43 2421 1
43 2617 1
43 2642 1
44 50 1
44 65 1
44 102 1
44 108 1
44 133 1
44 183 1
44 246 1
44 252 1
44 338 1
44 371 1
44 440 1
44 466 1
44 473 1
44 698 1
44 706 1
44 758 1
44 1150 1
44 1158 1
44 1191 1
44 1237 1
44 1344 1
44 1392 1
44 1444 1
44 1706 1
44 1967 1
44 2014 1
44 2215 1
44 2316 1
44 2326 1
44 2336 1
45 342 1
45 734 1
45 979 1
45 980 1
45 1037 1
45 1347 1
45 1749 1
45 2257 1
45 2716 1
46 635 1
47 67 1
47 105 1
47 193 1
47 202 1
47 282 1
47 648 1
47 666 1
47 681 1
47 898 1
47 2123 1
47 2264 1
47 2571 1
47 2735 1
47 2792 1
48 253 1
48 327 1
48 462 1
48 565 1
48 632 1
48 974 1
48 1316 1
48 1396 1
48 1463 1
48 1722 1
48 2407 1
49 114 1
49 134 1
49 166 1
49 180 1
49 194 1
49 200 1
49 335 1
49 432 1
49 507 1
49 537 1
49 605 1
49 719 1
49 763 1
49 787 1
49 901 1
49 913 1
49 984 1
49 1099 1
49 1119 1
49 1231 1
49 1250 1
49 1326 1
49 1354 1
49 1368 1
49 1548 1
49 1727 1
49 1894 1
49 2199 1
49 2367 1
49 2476 1
49 2588 1
49 2633 1
49 2718 1
49 2782 1
49 2963 1
50 142 1
50 236 1
50 288 1
50 877 1
50 911 1
50 1057 1
50 1524 1
50 1828 1
50 2040 1
50 2204 1
50 2265 1
50 2513 1
50 2757 1
51 107 1
51 164 1
51 212 1
51 239 1
51 594 1
51 912 1
51 1142 1
51 2509 1
52 61 1
52 179 1
52 206 1
52 211 1
52 979 1
52 1232 1
52 1246 1
52 1875 1
53 74 1
53 85 1
53 115 1
53 117 1
53 283 1
53 955 1
53 1069 1
53 1096 1
53 1381 1
53 1551 1
53 1611 1
53 1699 1
53 2113 1
53 2205 1
53 2230 1
53 2242 1
53 2640 1
54 61 1
54 159 1
54 168 1
54 179 1
54 283 1
54 318 1
54 320 1
54 374 1
54 432 1
54 480 1
54 529 1
54 742 1
54 1033 1
54 1042 1
54 1084 1
54 1184 1
54 1306 1
54 1599 1
54 1621 1
54 1920 1
54 2043 1
54 2225 1
54 2238 1
54 2357 1
54 2536 1
54 2556 1
54 2806 1
55 68 1
55 70 1
55 82 1
55 98 1
55 130 1
55 174 1
55 176 1
55 235 1
55 260 1
55 341 1
55 412 1
55 452 1
55 537 1
55 557 1
55 567 1
55 579 1
55 608 1
55 610 1
55 650 1
55 667 1
55 693 1
55 778 1
55 805 1
55 841 1
55 918 1
55 1029 1
55 1205 1
55 1274 1
55 1283 1
55 1353 1
55 1456 1
55 1659 1
55 1845 1
55 1880 1
55 2026 1
55 2080 1
55 2198 1
55 2330 1
55 2453 1
55 2588 1
55 2631 1
55 2947 1
56 62 1
56 1174 1
56 1681 1
57 64 1
57 120 1
57 602 1
57 644 1
57 1035 1
57 1265 1
57 1486 1
57 1596 1
57 1743 1
57 2642 1
57 2793 1
58 87 1
58 110 1
58 120 1
58 229 1
58 266 1
58 273 1
58 285 1
58 359 1
58 483 1
58 522 1
58 523 1
58 645 1
58 668 1
58 702 1
58 901 1
58 962 1
58 964 1
58 1150 1
58 1268 1
58 1398 1
58 1458 1
58 1542 1
58 1674 1
58 1708 1
58 1810 1
58 1827 1
58 2159 1
58 2211 1
58 2362 1
58 2481 1
58 2578 1
58 2704 1
58 2798 1
58 2876 1
58 2903 1
59 66 1
59 86 1
59 127 1
59 160 1
59 187 1
59 279 1
59 309 1
59 328 1
59 442 1
59 477 1
59 656 1
59 719 1
59 827 1
59 910 1
59 1028 1
59 1039 1
59 1134 1
59 1325 1
59 1586 1
59 1897 1
59 1992 1
59 2400 1
59 2462 1
59 2498 1
60 103 1
60 118 1
60 157 1
60 159 1
60 202 1
60 242 1
60 296 1
60 320 1
60 356 1
60 376 1
60 619 1
60 647 1
60 704 1
60 715 1
60 794 1
60 826 1
60 837 1
60 861 1
60 1074 1
60 1091 1
60 1128 1
60 1368 1
60 1383 1
60 1515 1
60 1546 1
60 1730 1
60 1862 1
60 1916 1
60 1922 1
60 1985 1
60 2280 1
60 2359 1
60 2459 1
60 2518 1
60 2522 1
60 2902 1
60 2906 1
61 63 1
61 80 1
61 83 1
61 111 1
61 128 1
61 146 1
61 346 1
61 418 1
61 423 1
61 429 1
61 573 1
61 805 1
61 839 1
61 878 1
61 882 1
61 903 1
61 1155 1
